instruction,input,output
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: TRUE (21738ms, torso-hip: 57, ankle: 20, heel: 29)
Knees Forward: FALSE
Elbow Flaring: TRUE (24)
Depth: 46
Acceptable: FALSE","Torso too far forward. Keep chest up. ||| Torso forward at 21738ms: 57 degrees (threshold 45). Ankle: 20 degrees, heel distance: 29mm. Elbow angle: 24 degrees (acceptable range >30). Longer legs: forward lean occurs when trying to compensate for longer lever arm and maintain balance. Elbow flaring happens when upper body stability is compromised. Depth: 46 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Knees: behind toes. For longer legs: keep chest up, wider stance, elevate heels, engage core, focus on hip hinge movement. Keep elbows tucked in closer and point slightly downward. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: TRUE (33032ms, torso-hip: 57, ankle: 28, heel: 18)
Knees Forward: FALSE
Elbow Flaring: TRUE (2)
Depth: 73
Acceptable: FALSE","Torso too far forward. Keep chest up. ||| Torso forward at 33032ms: 57 degrees (threshold 45). Ankle: 28 degrees, heel distance: 18mm. Elbow angle: 2 degrees (acceptable range >30). Longer legs: forward lean occurs when trying to compensate for longer lever arm and maintain balance. Elbow flaring happens when upper body stability is compromised. Depth: 73 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Knees: behind toes. For longer legs: keep chest up, wider stance, elevate heels, engage core, focus on hip hinge movement. Keep elbows tucked in closer and point slightly downward. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: TRUE (28183ms, torso-hip: 48, ankle: 21, heel: 21)
Knees Forward: FALSE
Elbow Flaring: TRUE (2)
Depth: 51
Acceptable: FALSE","Torso too far forward. Keep chest up. ||| Torso forward at 28183ms: 48 degrees (threshold 45). Ankle: 21 degrees, heel distance: 21mm. Elbow angle: 2 degrees (acceptable range >30). Longer legs: forward lean occurs when trying to compensate for longer lever arm and maintain balance. Elbow flaring happens when upper body stability is compromised. Depth: 51 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Knees: behind toes. For longer legs: keep chest up, wider stance, elevate heels, engage core, focus on hip hinge movement. Keep elbows tucked in closer and point slightly downward. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: TRUE (55401ms, torso-hip: 59, ankle: 33, heel: 26)
Knees Forward: FALSE
Elbow Flaring: TRUE (8)
Depth: 69
Acceptable: FALSE","Torso too far forward. Keep chest up. ||| Torso forward at 55401ms: 59 degrees (threshold 45). Ankle: 33 degrees, heel distance: 26mm. Elbow angle: 8 degrees (acceptable range >30). Longer legs: forward lean occurs when trying to compensate for longer lever arm and maintain balance. Elbow flaring happens when upper body stability is compromised. Depth: 69 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Knees: behind toes. For longer legs: keep chest up, wider stance, elevate heels, engage core, focus on hip hinge movement. Keep elbows tucked in closer and point slightly downward. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: TRUE (35844ms, torso-hip: 54, ankle: 27, heel: 17)
Knees Forward: FALSE
Elbow Flaring: TRUE (27)
Depth: 54
Acceptable: FALSE","Torso too far forward. Keep chest up. ||| Torso forward at 35844ms: 54 degrees (threshold 45). Ankle: 27 degrees, heel distance: 17mm. Elbow angle: 27 degrees (acceptable range >30). Longer legs: forward lean occurs when trying to compensate for longer lever arm and maintain balance. Elbow flaring happens when upper body stability is compromised. Depth: 54 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Knees: behind toes. For longer legs: keep chest up, wider stance, elevate heels, engage core, focus on hip hinge movement. Keep elbows tucked in closer and point slightly downward. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: TRUE (24541ms, torso-hip: 51, ankle: 33, heel: 17)
Knees Forward: FALSE
Elbow Flaring: TRUE (13)
Depth: 65
Acceptable: FALSE","Torso too far forward. Keep chest up. ||| Torso forward at 24541ms: 51 degrees (threshold 45). Ankle: 33 degrees, heel distance: 17mm. Elbow angle: 13 degrees (acceptable range >30). Longer legs: forward lean occurs when trying to compensate for longer lever arm and maintain balance. Elbow flaring happens when upper body stability is compromised. Depth: 65 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Knees: behind toes. For longer legs: keep chest up, wider stance, elevate heels, engage core, focus on hip hinge movement. Keep elbows tucked in closer and point slightly downward. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (56702ms, torso-hip: 29, ankle: 52, heel: 33)
Torso Forward: FALSE
Knees Forward: TRUE (56702ms, torso-hip: 29, ankle: 52, heel: 33)
Elbow Flaring: FALSE
Depth: 80
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 56702ms: 33mm (threshold 30mm). Torso-hip: 29 degrees, ankle: 52 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 80 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (42071ms, torso-hip: 34, ankle: 33, heel: 35)
Torso Forward: FALSE
Knees Forward: TRUE (42071ms, torso-hip: 34, ankle: 33, heel: 35)
Elbow Flaring: FALSE
Depth: 81
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 42071ms: 35mm (threshold 30mm). Torso-hip: 34 degrees, ankle: 33 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 81 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (11608ms, torso-hip: 28, ankle: 40, heel: 39)
Torso Forward: FALSE
Knees Forward: TRUE (11608ms, torso-hip: 28, ankle: 40, heel: 39)
Elbow Flaring: FALSE
Depth: 82
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 11608ms: 39mm (threshold 30mm). Torso-hip: 28 degrees, ankle: 40 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 82 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (8761ms, torso-hip: 30, ankle: 43, heel: 39)
Torso Forward: FALSE
Knees Forward: TRUE (8761ms, torso-hip: 30, ankle: 43, heel: 39)
Elbow Flaring: FALSE
Depth: 77
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 8761ms: 39mm (threshold 30mm). Torso-hip: 30 degrees, ankle: 43 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 77 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (55042ms, torso-hip: 28, ankle: 33, heel: 36)
Torso Forward: FALSE
Knees Forward: TRUE (55042ms, torso-hip: 28, ankle: 33, heel: 36)
Elbow Flaring: FALSE
Depth: 87
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 55042ms: 36mm (threshold 30mm). Torso-hip: 28 degrees, ankle: 33 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 87 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (30651ms, torso-hip: 26, ankle: 53, heel: 41)
Torso Forward: FALSE
Knees Forward: TRUE (30651ms, torso-hip: 26, ankle: 53, heel: 41)
Elbow Flaring: FALSE
Depth: 82
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 30651ms: 41mm (threshold 30mm). Torso-hip: 26 degrees, ankle: 53 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 82 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (40466ms, torso-hip: 34, ankle: 56, heel: 48)
Torso Forward: FALSE
Knees Forward: TRUE (40466ms, torso-hip: 34, ankle: 56, heel: 48)
Elbow Flaring: FALSE
Depth: 88
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 40466ms: 48mm (threshold 30mm). Torso-hip: 34 degrees, ankle: 56 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 88 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (15083ms, torso-hip: 25, ankle: 37, heel: 47)
Torso Forward: FALSE
Knees Forward: TRUE (15083ms, torso-hip: 25, ankle: 37, heel: 47)
Elbow Flaring: FALSE
Depth: 89
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 15083ms: 47mm (threshold 30mm). Torso-hip: 25 degrees, ankle: 37 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 89 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (20601ms, torso-hip: 29, ankle: 52, heel: 38)
Torso Forward: FALSE
Knees Forward: TRUE (20601ms, torso-hip: 29, ankle: 52, heel: 38)
Elbow Flaring: FALSE
Depth: 88
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 20601ms: 38mm (threshold 30mm). Torso-hip: 29 degrees, ankle: 52 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 88 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (11691ms, torso-hip: 29, ankle: 58, heel: 37)
Torso Forward: FALSE
Knees Forward: TRUE (11691ms, torso-hip: 29, ankle: 58, heel: 37)
Elbow Flaring: FALSE
Depth: 90
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 11691ms: 37mm (threshold 30mm). Torso-hip: 29 degrees, ankle: 58 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 90 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (56011ms, torso-hip: 26, ankle: 58, heel: 45)
Torso Forward: FALSE
Knees Forward: TRUE (56011ms, torso-hip: 26, ankle: 58, heel: 45)
Elbow Flaring: FALSE
Depth: 76
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 56011ms: 45mm (threshold 30mm). Torso-hip: 26 degrees, ankle: 58 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 76 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (17601ms, torso-hip: 31, ankle: 39, heel: 49)
Torso Forward: FALSE
Knees Forward: TRUE (17601ms, torso-hip: 31, ankle: 39, heel: 49)
Elbow Flaring: FALSE
Depth: 83
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 17601ms: 49mm (threshold 30mm). Torso-hip: 31 degrees, ankle: 39 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 83 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (25083ms, torso-hip: 31, ankle: 58, heel: 37)
Torso Forward: FALSE
Knees Forward: TRUE (25083ms, torso-hip: 31, ankle: 58, heel: 37)
Elbow Flaring: FALSE
Depth: 81
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 25083ms: 37mm (threshold 30mm). Torso-hip: 31 degrees, ankle: 58 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 81 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (35800ms, torso-hip: 31, ankle: 56, heel: 32)
Torso Forward: FALSE
Knees Forward: TRUE (35800ms, torso-hip: 31, ankle: 56, heel: 32)
Elbow Flaring: FALSE
Depth: 89
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 35800ms: 32mm (threshold 30mm). Torso-hip: 31 degrees, ankle: 56 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 89 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (45164ms, torso-hip: 26, ankle: 60, heel: 36)
Torso Forward: FALSE
Knees Forward: TRUE (45164ms, torso-hip: 26, ankle: 60, heel: 36)
Elbow Flaring: FALSE
Depth: 79
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 45164ms: 36mm (threshold 30mm). Torso-hip: 26 degrees, ankle: 60 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 79 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (49122ms, torso-hip: 30, ankle: 54, heel: 34)
Torso Forward: FALSE
Knees Forward: TRUE (49122ms, torso-hip: 30, ankle: 54, heel: 34)
Elbow Flaring: FALSE
Depth: 88
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 49122ms: 34mm (threshold 30mm). Torso-hip: 30 degrees, ankle: 54 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 88 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (49250ms, torso-hip: 26, ankle: 27, heel: 31)
Torso Forward: FALSE
Knees Forward: TRUE (49250ms, torso-hip: 26, ankle: 27, heel: 31)
Elbow Flaring: FALSE
Depth: 90
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 49250ms: 31mm (threshold 30mm). Torso-hip: 26 degrees, ankle: 27 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 90 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (43133ms, torso-hip: 34, ankle: 31, heel: 44)
Torso Forward: FALSE
Knees Forward: TRUE (43133ms, torso-hip: 34, ankle: 31, heel: 44)
Elbow Flaring: FALSE
Depth: 80
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 43133ms: 44mm (threshold 30mm). Torso-hip: 34 degrees, ankle: 31 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 80 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (51057ms, torso-hip: 29, ankle: 45, heel: 41)
Torso Forward: FALSE
Knees Forward: TRUE (51057ms, torso-hip: 29, ankle: 45, heel: 41)
Elbow Flaring: FALSE
Depth: 80
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 51057ms: 41mm (threshold 30mm). Torso-hip: 29 degrees, ankle: 45 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 80 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (38373ms, torso-hip: 28, ankle: 34, heel: 49)
Torso Forward: FALSE
Knees Forward: TRUE (38373ms, torso-hip: 28, ankle: 34, heel: 49)
Elbow Flaring: FALSE
Depth: 80
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 38373ms: 49mm (threshold 30mm). Torso-hip: 28 degrees, ankle: 34 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 80 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (12494ms, torso-hip: 30, ankle: 31, heel: 44)
Torso Forward: FALSE
Knees Forward: TRUE (12494ms, torso-hip: 30, ankle: 31, heel: 44)
Elbow Flaring: FALSE
Depth: 81
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 12494ms: 44mm (threshold 30mm). Torso-hip: 30 degrees, ankle: 31 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 81 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (46979ms, torso-hip: 35, ankle: 26, heel: 31)
Torso Forward: FALSE
Knees Forward: TRUE (46979ms, torso-hip: 35, ankle: 26, heel: 31)
Elbow Flaring: FALSE
Depth: 80
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 46979ms: 31mm (threshold 30mm). Torso-hip: 35 degrees, ankle: 26 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 80 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (30167ms, torso-hip: 26, ankle: 25, heel: 50)
Torso Forward: FALSE
Knees Forward: TRUE (30167ms, torso-hip: 26, ankle: 25, heel: 50)
Elbow Flaring: FALSE
Depth: 79
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 30167ms: 50mm (threshold 30mm). Torso-hip: 26 degrees, ankle: 25 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 79 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (33580ms, torso-hip: 28, ankle: 48, heel: 37)
Torso Forward: FALSE
Knees Forward: TRUE (33580ms, torso-hip: 28, ankle: 48, heel: 37)
Elbow Flaring: FALSE
Depth: 88
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 33580ms: 37mm (threshold 30mm). Torso-hip: 28 degrees, ankle: 48 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 88 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (20820ms, torso-hip: 29, ankle: 41, heel: 36)
Torso Forward: FALSE
Knees Forward: TRUE (20820ms, torso-hip: 29, ankle: 41, heel: 36)
Elbow Flaring: FALSE
Depth: 88
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 20820ms: 36mm (threshold 30mm). Torso-hip: 29 degrees, ankle: 41 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 88 degrees (acceptable). For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (20198ms, torso-hip: 31, ankle: 36, heel: 33)
Torso Forward: FALSE
Knees Forward: TRUE (20198ms, torso-hip: 31, ankle: 36, heel: 33)
Elbow Flaring: FALSE
Depth: 65
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 20198ms: 33mm (threshold 30mm). Torso-hip: 31 degrees, ankle: 36 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 65 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (58216ms, torso-hip: 35, ankle: 35, heel: 50)
Torso Forward: FALSE
Knees Forward: TRUE (58216ms, torso-hip: 35, ankle: 35, heel: 50)
Elbow Flaring: FALSE
Depth: 54
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 58216ms: 50mm (threshold 30mm). Torso-hip: 35 degrees, ankle: 35 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 54 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
